no of specimens in sample,date,year,season,site,plot,site_plot,site_plot_year,sampling,plant species,start time,end time,vegetation cover,floral cover,height of vegetation (cm),Achillea millefolium,Agastache foeniculum,Calendula officinalis,Leucanthemum vulgare,Leucanthemum maximum,Cichorium intybus,Coronilla varia,Cosmos bipinnatus,Daucus carota,Linum perenne,Lobularia maritima,Lotus corniculatus,Melilotus officinalis,Origanum vulgare,Papaver rhoeas,Salvia officinalis,Trifolium incarnatum,Trifolium pratense,Trifolium repens,Viola cornuta,Asclepias tuberosa,Baptisia australis,Bidens aristosa,Chamaecrista fasciculata,Chamaecrista nictitans,Eupatorium perfoliatum ,Helenium flexuosum,Lespedeza virginica,Liatris pilosa,Lupinus perennis,Monarda punctata,Penstemon laevigatus,Pycnanthemum tenuifolium,Rudbeckia hirta,Rudbeckia triloba,Sisyrinchium angustifolium ,Solidago odora,Solidago nemoralis,Symphyotrichum laeve,Tradescantia virginiana,Verbena hastata,no bee,small green metallic bee,lrg green bee,bumble bee,lrg carpenter bee,small dark bee,honey bee,Megachile,Anthidium,Species,Sex,only genus level,bee specialist,specialized on,parasitic,nesting,status,non-native bee,other species characteristics
8,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Melilotus officinalis,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,m,,,,,,,,
8,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Melilotus officinalis,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,m,,,,,,,,
8,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Melilotus officinalis,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,f,,,,,,,,
4,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Trifolium pratense,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,m,,,,,,,,
4,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Trifolium pratense,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,m,,,,,,,,
4,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Trifolium pratense,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena wilkella,m,,,,,,,,
4,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Trifolium pratense,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Bombus bimaculatus,f,0,0,,0,ground,,0,nests in cavities
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Andrena atlantica,f,,,,,,,,
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Augochloropsis metallica_fulgida,f,0,0,,0,ground,,0,
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
15,5/26/2017,2017,early.season,B,non-native,B_NN,B_NN_2017,hand netting,Leucanthemum vulgare,13:30,14:00,100,40,150,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,3: white clover; 2: Melilotus; 2: red clover,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada parva,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,m,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,m,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,m,0,0,,1,parasite [ground],,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Lasioglossum bruneri,f,0,0,,0,ground,,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Lasioglossum versatum,f,0,0,,0,ground,,0,eusocial
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Osmia atriventris,f,0,0,,0,wood,,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena nasonii,f,0,0,,0,ground,,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Agapostemon texanus,f,0,0,,0,ground,,0,solitary. communal
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Apis mellifera,f,0,0,,0,hive,,1,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena perplexa,f,0,0,,0,ground,,0,
28,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,pan traps,,11:00,17:45,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Apis mellifera,f,0,0,,0,hive,,1,
1,5/26/2017,2017,early.season,C,native,C_N,C_N_2017,hand netting,Penstemon digitalis,12:20,12:50,50,<1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,Hoplitis truncata,m,0,0,,0,wood,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada australis,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena nasonii,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Hoplitis truncata,m,0,0,,0,wood,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Halictus poeyi/ligatus,f,0,0,,0,ground,,0,eusocial?
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Lasioglossum floridanum,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Lasioglossum pilosum,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena nasonii,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena nasonii,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Augochlorella aurata,f,0,0,,0,ground,,0,eusocial
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Agapostemon splendens,f,0,0,,0,ground,,0,solitary. communal
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Andrena nasonii,f,0,0,,0,ground,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Megachile mendica,m,0,0,,0,ground,,0,"ground nester, but accepts trap nests"
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Megachile brevis,m,0,0,,0,wood,,0,
35,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,pan traps,,11:00,17:45,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,Megachile mendica,f,0,0,,0,ground,,0,"ground nester, but accepts trap nests"
18,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,hand netting,Leucanthemum vulgare,11:35,12:05,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"1: Papaver, 1: L. vulgare",,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
18,5/26/2017,2017,early.season,C,non-native,C_NN,C_NN_2017,hand netting,Leucanthemum vulgare,11:35,12:05,45,3.75,70,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,"1: Papaver, 1: L. vulgare",,,Nomada articulata,f,0,0,,1,parasite [ground],,0,
